dataset_id,title,source_family,source_zip_path,raw_relative_path,source_resolution,source_content_status,preview_feasibility_status,preview_eligibility_blockers,raster_member_path,wms_member_path,crs,native_bounds,wgs84_bounds,raster_width,raster_height,band_count,dtype,nodata,sample_width,sample_height,sample_valid_pixel_count,sample_unique_value_count,sample_min,sample_max,visual_signal_status,wms_value_class_count,error_message
dl_vri19_harvestdate,Harvest Year - Most Recent,data_layer,data_layers/vri19_harvestdate.zip,raw/hectaresbc_2022_export/data_layers/vri19_harvestdate.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],harvestdate.tiff,harvestdate.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,8,
dl_vri19_height,Height,data_layer,data_layers/vri19_height.zip,raw/hectaresbc_2022_export/data_layers/vri19_height.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],height.tiff,height.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,9,
dl_vri19_landclass,Land Cover Classification,data_layer,data_layers/vri19_landclass.zip,raw/hectaresbc_2022_export/data_layers/vri19_landclass.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],landclass.tiff,landclass.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,3,
dl_vri19_lead_species,Species - Lead,data_layer,data_layers/vri19_lead_species.zip,raw/hectaresbc_2022_export/data_layers/vri19_lead_species.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],lead_species.tiff,lead_species.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,27,
dl_vri19_livevolume,Volume - Live,data_layer,data_layers/vri19_livevolume.zip,raw/hectaresbc_2022_export/data_layers/vri19_livevolume.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],livevolume.tiff,livevolume.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,float32,-9999.0,,,,,,,not_sampled_metadata_only,9,
dl_vri19_nonloggingdisttype,Earliest Non Logging Disturbance Type,data_layer,data_layers/vri19_nonloggingdisttype.zip,raw/hectaresbc_2022_export/data_layers/vri19_nonloggingdisttype.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],nonloggingdisttype.tiff,nonloggingdisttype.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,40,
dl_vri19_siteindex,Site Index,data_layer,data_layers/vri19_siteindex.zip,raw/hectaresbc_2022_export/data_layers/vri19_siteindex.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],siteindex.tiff,siteindex.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,9,
dl_vri19_species,Species - All,data_layer,data_layers/vri19_species.zip,raw/hectaresbc_2022_export/data_layers/vri19_species.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],species.tiff,species.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,27,
dl_vri19_stembiomass,Biomass - Whole Stem,data_layer,data_layers/vri19_stembiomass.zip,raw/hectaresbc_2022_export/data_layers/vri19_stembiomass.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],stembiomass.tiff,stembiomass.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int32,-9999.0,,,,,,,not_sampled_metadata_only,10,
dl_vri19_totalbiomass,Biomass - Total,data_layer,data_layers/vri19_totalbiomass.zip,raw/hectaresbc_2022_export/data_layers/vri19_totalbiomass.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],totalbiomass.tiff,totalbiomass.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int32,-9999.0,,,,,,,not_sampled_metadata_only,10,
dl_vri19_totalvolume,Volume - Total,data_layer,data_layers/vri19_totalvolume.zip,raw/hectaresbc_2022_export/data_layers/vri19_totalvolume.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],totalvolume.tiff,totalvolume.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,float32,-9999.0,,,,,,,not_sampled_metadata_only,9,
dl_water_cwb_canals,Canals,data_layer,data_layers/water_cwb_canals.zip,raw/hectaresbc_2022_export/data_layers/water_cwb_canals.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],cwb_canals.tiff,cwb_canals.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,1,
dl_water_cwb_glaciers,Glaciers,data_layer,data_layers/water_cwb_glaciers.zip,raw/hectaresbc_2022_export/data_layers/water_cwb_glaciers.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],cwb_glaciers.tiff,cwb_glaciers.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,1,
dl_water_cwb_lakes,Lakes,data_layer,data_layers/water_cwb_lakes.zip,raw/hectaresbc_2022_export/data_layers/water_cwb_lakes.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],cwb_lakes.tiff,cwb_lakes.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,1,
dl_water_cwb_reservoirs,Reservoirs,data_layer,data_layers/water_cwb_reservoirs.zip,raw/hectaresbc_2022_export/data_layers/water_cwb_reservoirs.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],cwb_reservoirs.tiff,cwb_reservoirs.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,1,
dl_water_cwb_rivers,Double Line Rivers Area,data_layer,data_layers/water_cwb_rivers.zip,raw/hectaresbc_2022_export/data_layers/water_cwb_rivers.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],cwb_rivers.tiff,cwb_rivers.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,1,
dl_water_cwb_stream_network,Stream Network,data_layer,data_layers/water_cwb_stream_network.zip,raw/hectaresbc_2022_export/data_layers/water_cwb_stream_network.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],cwb_stream_network.tiff,cwb_stream_network.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,1,
dl_water_cwb_wetlands,Wetlands,data_layer,data_layers/water_cwb_wetlands.zip,raw/hectaresbc_2022_export/data_layers/water_cwb_wetlands.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],cwb_wetlands.tiff,cwb_wetlands.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,1,
dl_water_distancetocoast,Distance to Coastline,data_layer,data_layers/water_distancetocoast.zip,raw/hectaresbc_2022_export/data_layers/water_distancetocoast.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],distancetocoast.tiff,distancetocoast.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,float32,-9999.0,,,,,,,not_sampled_metadata_only,14,
dl_water_riparian,Riparian Systems,data_layer,data_layers/water_riparian.zip,raw/hectaresbc_2022_export/data_layers/water_riparian.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],riparian.tiff,riparian.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,1,
dl_watersheds_lwdpbc,Watersheds 1:50K,data_layer,data_layers/watersheds_lwdpbc.zip,raw/hectaresbc_2022_export/data_layers/watersheds_lwdpbc.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],lwdpbc.tiff,lwdpbc.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,111,
dl_wettype_ewcmosaic,Enhanced Wetland Classification,data_layer,data_layers/wettype_ewcmosaic.zip,raw/hectaresbc_2022_export/data_layers/wettype_ewcmosaic.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],ewcmosaic.tiff,ewcmosaic.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,8,
dl_wettype_wettype,Wetland Classifications,data_layer,data_layers/wettype_wettype.zip,raw/hectaresbc_2022_export/data_layers/wettype_wettype.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],wettype.tiff,wettype.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,0.0,,,,,,,not_sampled_metadata_only,10,
vl_virtualecocomm_alaskanmountainheatherdwarfshrublandharrimanellastellerianadwarfshrubland_425,Alaskan mountain-heather Dwarf Shrubland (Harrimanella stelleriana Dwarf Shrubland),virtual_layer,virtual_layers/virtualecocomm.alaskanmountainheatherdwarfshrublandharrimanellastellerianadwarfshrubland.425.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.alaskanmountainheatherdwarfshrublandharrimanellastellerianadwarfshrubland.425.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.alaskanmountainheatherdwarfshrublandharrimanellastellerianadwarfshrubland.425.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_aldersladyfernalnussppathyriumfilixfemina_53,alders / lady fern (Alnus spp. / Athyrium filix-femina),virtual_layer,virtual_layers/virtualecocomm.aldersladyfernalnussppathyriumfilixfemina.53.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.aldersladyfernalnussppathyriumfilixfemina.53.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.aldersladyfernalnussppathyriumfilixfemina.53.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_alkalisaltgrassnuttallsalkaligrassdistichlisspicatavarstrictapuccinellianuttalliana_155,alkali saltgrass - Nuttall's alkaligrass (Distichlis spicata var. stricta - Puccinellia nuttalliana),virtual_layer,virtual_layers/virtualecocomm.alkalisaltgrassnuttallsalkaligrassdistichlisspicatavarstrictapuccinellianuttalliana.155.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.alkalisaltgrassnuttallsalkaligrassdistichlisspicatavarstrictapuccinellianuttalliana.155.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.alkalisaltgrassnuttallsalkaligrassdistichlisspicatavarstrictapuccinellianuttalliana.155.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_alpineazaleaherbaceousvegetationloiseleuriaprocumbensherbaceousvegetation_513,alpine-azalea Herbaceous Vegetation (Loiseleuria procumbens Herbaceous Vegetation),virtual_layer,virtual_layers/virtualecocomm.alpineazaleaherbaceousvegetationloiseleuriaprocumbensherbaceousvegetation.513.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.alpineazaleaherbaceousvegetationloiseleuriaprocumbensherbaceousvegetation.513.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.alpineazaleaherbaceousvegetationloiseleuriaprocumbensherbaceousvegetation.513.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_alpinebearberrydwarfshrublandarctostaphylosalpinavarrubradwarfshrubland_591,alpine bearberry Dwarf Shrubland (Arctostaphylos alpina var. rubra Dwarf Shrubland),virtual_layer,virtual_layers/virtualecocomm.alpinebearberrydwarfshrublandarctostaphylosalpinavarrubradwarfshrubland.591.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.alpinebearberrydwarfshrublandarctostaphylosalpinavarrubradwarfshrubland.591.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.alpinebearberrydwarfshrublandarctostaphylosalpinavarrubradwarfshrubland.591.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_alpinefescuealpinetimothyfestucabrachyphyllaphleumalpinum_516,alpine fescue - alpine timothy (Festuca brachyphylla - Phleum alpinum),virtual_layer,virtual_layers/virtualecocomm.alpinefescuealpinetimothyfestucabrachyphyllaphleumalpinum.516.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.alpinefescuealpinetimothyfestucabrachyphyllaphleumalpinum.516.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.alpinefescuealpinetimothyfestucabrachyphyllaphleumalpinum.516.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_alpinefescueherbaceousvegetationfestucabrachyphyllaherbaceousvegetation_515,alpine fescue Herbaceous Vegetation (Festuca brachyphylla Herbaceous Vegetation),virtual_layer,virtual_layers/virtualecocomm.alpinefescueherbaceousvegetationfestucabrachyphyllaherbaceousvegetation.515.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.alpinefescueherbaceousvegetationfestucabrachyphyllaherbaceousvegetation.515.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.alpinefescueherbaceousvegetationfestucabrachyphyllaherbaceousvegetation.515.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_alpinetimothydunheadsedgephleumalpinumcarexphaeocephala_526,alpine timothy - dunhead sedge (Phleum alpinum - Carex phaeocephala),virtual_layer,virtual_layers/virtualecocomm.alpinetimothydunheadsedgephleumalpinumcarexphaeocephala.526.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.alpinetimothydunheadsedgephleumalpinumcarexphaeocephala.526.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.alpinetimothydunheadsedgephleumalpinumcarexphaeocephala.526.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_altaifescuealpinefescuefestucaaltaicafestucabrachyphylla_519,Altai fescue - alpine fescue (Festuca altaica - Festuca brachyphylla),virtual_layer,virtual_layers/virtualecocomm.altaifescuealpinefescuefestucaaltaicafestucabrachyphylla.519.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.altaifescuealpinefescuefestucaaltaicafestucabrachyphylla.519.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.altaifescuealpinefescuefestucaaltaicafestucabrachyphylla.519.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_altaifescueherbaceousvegetationfestucaaltaicaherbaceousvegetation_545,Altai fescue Herbaceous Vegetation (Festuca altaica Herbaceous Vegetation),virtual_layer,virtual_layers/virtualecocomm.altaifescueherbaceousvegetationfestucaaltaicaherbaceousvegetation.545.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.altaifescueherbaceousvegetationfestucaaltaicaherbaceousvegetation.545.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.altaifescueherbaceousvegetationfestucaaltaicaherbaceousvegetation.545.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_amabilisfirmountainhemlockoakfernmoistmaritime1abiesamabilistsugamertensianagymnocarpiumdryopterismoistmaritime1_264,amabilis fir - mountain hemlock / oak fern Moist Maritime 1 (Abies amabilis - Tsuga mertensiana / Gymnocarpium dryopteris Moist Maritime 1),virtual_layer,virtual_layers/virtualecocomm.amabilisfirmountainhemlockoakfernmoistmaritime1abiesamabilistsugamertensianagymnocarpiumdryopterismoistmaritime1.264.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.amabilisfirmountainhemlockoakfernmoistmaritime1abiesamabilistsugamertensianagymnocarpiumdryopterismoistmaritime1.264.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.amabilisfirmountainhemlockoakfernmoistmaritime1abiesamabilistsugamertensianagymnocarpiumdryopterismoistmaritime1.264.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_amabilisfirmountainhemlockoakfernmoistmaritime2abiesamabilistsugamertensianagymnocarpiumdryopterismoistmaritime2_293,amabilis fir - mountain hemlock / oak fern Moist Maritime 2 (Abies amabilis - Tsuga mertensiana / Gymnocarpium dryopteris Moist Maritime 2),virtual_layer,virtual_layers/virtualecocomm.amabilisfirmountainhemlockoakfernmoistmaritime2abiesamabilistsugamertensianagymnocarpiumdryopterismoistmaritime2.293.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.amabilisfirmountainhemlockoakfernmoistmaritime2abiesamabilistsugamertensianagymnocarpiumdryopterismoistmaritime2.293.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.amabilisfirmountainhemlockoakfernmoistmaritime2abiesamabilistsugamertensianagymnocarpiumdryopterismoistmaritime2.293.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_amabilisfirmountainhemlockrosytwistedstalkabiesamabilistsugamertensianastreptopuslanceolatus_252,amabilis fir - mountain hemlock / rosy twistedstalk (Abies amabilis - Tsuga mertensiana / Streptopus lanceolatus),virtual_layer,virtual_layers/virtualecocomm.amabilisfirmountainhemlockrosytwistedstalkabiesamabilistsugamertensianastreptopuslanceolatus.252.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.amabilisfirmountainhemlockrosytwistedstalkabiesamabilistsugamertensianastreptopuslanceolatus.252.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.amabilisfirmountainhemlockrosytwistedstalkabiesamabilistsugamertensianastreptopuslanceolatus.252.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_amabilisfirsitkasprucedevilsclubabiesamabilispiceasitchensisoplopanaxhorridus_233,amabilis fir - Sitka spruce / devil's club (Abies amabilis - Picea sitchensis / Oplopanax horridus),virtual_layer,virtual_layers/virtualecocomm.amabilisfirsitkasprucedevilsclubabiesamabilispiceasitchensisoplopanaxhorridus.233.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.amabilisfirsitkasprucedevilsclubabiesamabilispiceasitchensisoplopanaxhorridus.233.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.amabilisfirsitkasprucedevilsclubabiesamabilispiceasitchensisoplopanaxhorridus.233.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_amabilisfirwesternredcedardevilsclubmoistsubmaritimeabiesamabilisthujaplicataoplopanaxhorridusmoistsubmaritime_337,amabilis fir - western redcedar / devil's club Moist Submaritime (Abies amabilis - Thuja plicata / Oplopanax horridus Moist Submaritime),virtual_layer,virtual_layers/virtualecocomm.amabilisfirwesternredcedardevilsclubmoistsubmaritimeabiesamabilisthujaplicataoplopanaxhorridusmoistsubmaritime.337.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.amabilisfirwesternredcedardevilsclubmoistsubmaritimeabiesamabilisthujaplicataoplopanaxhorridusmoistsubmaritime.337.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.amabilisfirwesternredcedardevilsclubmoistsubmaritimeabiesamabilisthujaplicataoplopanaxhorridusmoistsubmaritime.337.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_amabilisfirwesternredcedardevilsclubwetsubmaritimeabiesamabilisthujaplicataoplopanaxhorriduswetsubmaritime_324,amabilis fir - western redcedar / devil's club Wet Submaritime (Abies amabilis - Thuja plicata / Oplopanax horridus Wet Submaritime),virtual_layer,virtual_layers/virtualecocomm.amabilisfirwesternredcedardevilsclubwetsubmaritimeabiesamabilisthujaplicataoplopanaxhorriduswetsubmaritime.324.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.amabilisfirwesternredcedardevilsclubwetsubmaritimeabiesamabilisthujaplicataoplopanaxhorriduswetsubmaritime.324.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.amabilisfirwesternredcedardevilsclubwetsubmaritimeabiesamabilisthujaplicataoplopanaxhorriduswetsubmaritime.324.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_amabilisfirwesternredcedaroakfernabiesamabilisthujaplicatagymnocarpiumdryopteris_572,amabilis fir - western redcedar / oak fern (Abies amabilis - Thuja plicata / Gymnocarpium dryopteris),virtual_layer,virtual_layers/virtualecocomm.amabilisfirwesternredcedaroakfernabiesamabilisthujaplicatagymnocarpiumdryopteris.572.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.amabilisfirwesternredcedaroakfernabiesamabilisthujaplicatagymnocarpiumdryopteris.572.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.amabilisfirwesternredcedaroakfernabiesamabilisthujaplicatagymnocarpiumdryopteris.572.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
vl_virtualecocomm_amabilisfirwesternredcedarsalmonberrymoistmaritime1abiesamabilisthujaplicatarubusspectabilismoistmaritime1_213,amabilis fir - western redcedar / salmonberry Moist Maritime 1 (Abies amabilis - Thuja plicata / Rubus spectabilis Moist Maritime 1),virtual_layer,virtual_layers/virtualecocomm.amabilisfirwesternredcedarsalmonberrymoistmaritime1abiesamabilisthujaplicatarubusspectabilismoistmaritime1.213.zip,raw/hectaresbc_2022_export/virtual_layers/virtualecocomm.amabilisfirwesternredcedarsalmonberrymoistmaritime1abiesamabilisthujaplicatarubusspectabilismoistmaritime1.213.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],virtualecocomm.amabilisfirwesternredcedarsalmonberrymoistmaritime1abiesamabilisthujaplicatarubusspectabilismoistmaritime1.213.tiff,,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,,
