dataset_id,title,source_family,source_zip_path,raw_relative_path,source_resolution,source_content_status,preview_feasibility_status,preview_eligibility_blockers,raster_member_path,wms_member_path,crs,native_bounds,wgs84_bounds,raster_width,raster_height,band_count,dtype,nodata,sample_width,sample_height,sample_valid_pixel_count,sample_unique_value_count,sample_min,sample_max,visual_signal_status,wms_value_class_count,error_message
dl_adminunits_placertenure,Placer Tenures,data_layer,data_layers/adminunits_placertenure.zip,raw/hectaresbc_2022_export/data_layers/adminunits_placertenure.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],placertenure.tiff,placertenure.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,1,
dl_adminunits_pngtenure,PNG Tenure,data_layer,data_layers/adminunits_pngtenure.zip,raw/hectaresbc_2022_export/data_layers/adminunits_pngtenure.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],pngtenure.tiff,pngtenure.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,1,
dl_adminunits_regionaldist,Regional Districts,data_layer,data_layers/adminunits_regionaldist.zip,raw/hectaresbc_2022_export/data_layers/adminunits_regionaldist.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],regionaldist.tiff,regionaldist.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,29,
dl_adminunits_tfl,Tree Farm License,data_layer,data_layers/adminunits_tfl.zip,raw/hectaresbc_2022_export/data_layers/adminunits_tfl.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],tfl.tiff,tfl.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,34,
dl_adminunits_timbersalesarea,BC Timber Sales Area,data_layer,data_layers/adminunits_timbersalesarea.zip,raw/hectaresbc_2022_export/data_layers/adminunits_timbersalesarea.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],timbersalesarea.tiff,timbersalesarea.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,13,
dl_adminunits_traplines,Traplines,data_layer,data_layers/adminunits_traplines.zip,raw/hectaresbc_2022_export/data_layers/adminunits_traplines.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],traplines.tiff,traplines.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,2668,
dl_adminunits_tsa,Timber Supply Area (TSA),data_layer,data_layers/adminunits_tsa.zip,raw/hectaresbc_2022_export/data_layers/adminunits_tsa.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],tsa.tiff,tsa.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,38,
dl_bec_becv10,Biogeoclimatic Zone/Subzone/Variant/Phase (Version 10.0),data_layer,data_layers/bec_becv10.zip,raw/hectaresbc_2022_export/data_layers/bec_becv10.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],becv10.tiff,becv10.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,16,
dl_bec_becv8,Biogeoclimatic Zone/Subzone/Variant/Phase (Version 8.0),data_layer,data_layers/bec_becv8.zip,raw/hectaresbc_2022_export/data_layers/bec_becv8.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],becv8.tiff,becv8.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,16,
dl_bec_becv9,Biogeoclimatic Zone/Subzone/Variant/Phase (Version 9.0),data_layer,data_layers/bec_becv9.zip,raw/hectaresbc_2022_export/data_layers/bec_becv9.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],becv9.tiff,becv9.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,16,
dl_climatedecade_ahm,Annual Heat:Moisture Index,data_layer,data_layers/climatedecade_ahm.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_ahm.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],ahm.tiff,ahm.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,8,
dl_climatedecade_cmd,Hargreaves Climatic Moisture Deficit,data_layer,data_layers/climatedecade_cmd.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_cmd.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],cmd.tiff,cmd.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,7,
dl_climatedecade_dd0,Degree days <0,data_layer,data_layers/climatedecade_dd0.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_dd0.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],dd0.tiff,dd0.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,9,
dl_climatedecade_dd5,Degree days >5,data_layer,data_layers/climatedecade_dd5.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_dd5.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],dd5.tiff,dd5.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,9,
dl_climatedecade_ddg18,Degree days >18,data_layer,data_layers/climatedecade_ddg18.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_ddg18.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],ddg18.tiff,ddg18.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,10,
dl_climatedecade_ddl18,Degree days <18,data_layer,data_layers/climatedecade_ddl18.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_ddl18.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],ddl18.tiff,ddl18.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,10,
dl_climatedecade_emt,Extreme Minimum Temperature,data_layer,data_layers/climatedecade_emt.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_emt.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],emt.tiff,emt.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,10,
dl_climatedecade_eref,Hargreaves Reference Evaporation,data_layer,data_layers/climatedecade_eref.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_eref.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],eref.tiff,eref.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,10,
dl_climatedecade_ext,Extreme Maximum Temperature,data_layer,data_layers/climatedecade_ext.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_ext.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],ext.tiff,ext.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,10,
dl_climatedecade_map,Mean Annual Precipitation,data_layer,data_layers/climatedecade_map.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_map.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],map.tiff,map.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,32,
dl_climatedecade_mar,Mean Annual Solar Radiation,data_layer,data_layers/climatedecade_mar.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_mar.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],mar.tiff,mar.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,8,
dl_climatedecade_mat,Mean Annual Temperature,data_layer,data_layers/climatedecade_mat.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_mat.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],mat.tiff,mat.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,29,
dl_climatedecade_mcmt,Mean Coldest Month Temperature,data_layer,data_layers/climatedecade_mcmt.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_mcmt.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],mcmt.tiff,mcmt.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,40,
dl_climatedecade_msp,May-September Precipitation,data_layer,data_layers/climatedecade_msp.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_msp.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],msp.tiff,msp.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,26,
dl_climatedecade_mwmt,Mean Warmest Month Temperature,data_layer,data_layers/climatedecade_mwmt.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_mwmt.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],mwmt.tiff,mwmt.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,40,
dl_climatedecade_nffd,Number of Frost Free Days,data_layer,data_layers/climatedecade_nffd.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_nffd.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],nffd.tiff,nffd.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,10,
dl_climatedecade_pas,Precipitation as snow,data_layer,data_layers/climatedecade_pas.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_pas.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],pas.tiff,pas.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,30,
dl_climatedecade_pptat,Autumn Mean Precipitation,data_layer,data_layers/climatedecade_pptat.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_pptat.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],pptat.tiff,pptat.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,32,
dl_climatedecade_pptsm,Summer Mean Precipitation,data_layer,data_layers/climatedecade_pptsm.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_pptsm.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],pptsm.tiff,pptsm.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,32,
dl_climatedecade_pptsp,Spring Mean Precipitation,data_layer,data_layers/climatedecade_pptsp.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_pptsp.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],pptsp.tiff,pptsp.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,32,
dl_climatedecade_pptwt,Winter Mean Precipitation,data_layer,data_layers/climatedecade_pptwt.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_pptwt.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],pptwt.tiff,pptwt.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,32,
dl_climatedecade_shm,Summer Heat:Moisture Index,data_layer,data_layers/climatedecade_shm.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_shm.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],shm.tiff,shm.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,10,
dl_climatedecade_taveat,Autumn Mean Temperature,data_layer,data_layers/climatedecade_taveat.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_taveat.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],taveat.tiff,taveat.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,29,
dl_climatedecade_tavesm,Summer Mean Temperature,data_layer,data_layers/climatedecade_tavesm.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_tavesm.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],tavesm.tiff,tavesm.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,29,
dl_climatedecade_tavesp,Spring Mean Temperature,data_layer,data_layers/climatedecade_tavesp.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_tavesp.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],tavesp.tiff,tavesp.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,29,
dl_climatedecade_tavewt,Winter Mean Temperature,data_layer,data_layers/climatedecade_tavewt.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_tavewt.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],tavewt.tiff,tavewt.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,29,
dl_climatedecade_tmaxat,Autumn Mean Maximum Temperature,data_layer,data_layers/climatedecade_tmaxat.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_tmaxat.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],tmaxat.tiff,tmaxat.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,40,
dl_climatedecade_tmaxsm,Summer Mean Maximum Temperature,data_layer,data_layers/climatedecade_tmaxsm.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_tmaxsm.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],tmaxsm.tiff,tmaxsm.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,40,
dl_climatedecade_tmaxsp,Spring Mean Maximum Temperature,data_layer,data_layers/climatedecade_tmaxsp.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_tmaxsp.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],tmaxsp.tiff,tmaxsp.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,40,
dl_climatedecade_tmaxwt,Winter Mean Maximum Temperature,data_layer,data_layers/climatedecade_tmaxwt.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_tmaxwt.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],tmaxwt.tiff,tmaxwt.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,40,
dl_climatedecade_tminat,Autumn Mean Minimum Temperature,data_layer,data_layers/climatedecade_tminat.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_tminat.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],tminat.tiff,tminat.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,40,
dl_climatedecade_tminsm,Summer Mean Minimum Temperature,data_layer,data_layers/climatedecade_tminsm.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_tminsm.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],tminsm.tiff,tminsm.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,40,
dl_climatedecade_tminsp,Spring Mean Minimum Temperature,data_layer,data_layers/climatedecade_tminsp.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_tminsp.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],tminsp.tiff,tminsp.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,40,
dl_climatedecade_tminwt,Winter Mean Minimum Temperature,data_layer,data_layers/climatedecade_tminwt.zip,raw/hectaresbc_2022_export/data_layers/climatedecade_tminwt.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],tminwt.tiff,tminwt.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,40,
dl_climatenormal_ahm,Annual Heat:Moisture Index,data_layer,data_layers/climatenormal_ahm.zip,raw/hectaresbc_2022_export/data_layers/climatenormal_ahm.zip,local_archive_fallback,local_archive_fallback_present,metadata_preview_candidate,[],ahm.tiff,ahm.wms.xml,EPSG:3005,"[159587.5, 173787.5, 1881187.5, 1748187.5]","[-141.0962892349142, 45.9344383046823, -110.19483972116899, 60.71688156515922]",17216,15744,1,int16,-9999.0,,,,,,,not_sampled_metadata_only,8,
